Fecha,R0,Alpha,Beta,Gamma,Importados,S,E,I,R,Ia,Confirmados
2020-03-03,1.621437159167808,0.333333333,0.11577061316458151,0.0714,1,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-04,1.621437159167808,0.333333333,0.11577061316458151,0.0714,0,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-05,1.6160003254787476,0.333333333,0.11538242323918259,0.0714,0,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-06,1.6453025191244615,0.333333333,0.11747459986548656,0.0714,2,43999998.0,0.0,2.0,0.0,2.0,3
2020-03-07,1.6050343808950507,0.333333333,0.11459945479590662,0.0714,6,43999991.76505081,0.23494918905146403,7.8572,0.1428,8.0,9
2020-03-08,1.5420189495047265,0.333333333,0.11010015299463748,0.0714,3,43999987.86462014,1.0570634652869915,10.37451231627217,0.70380408,11.07831639627217,12
2020-03-09,1.4283162119477748,0.333333333,0.10198177753307112,0.0714,5,43999981.722385034,1.846944082884725,14.98612662496698,1.444544259381833,16.430670884348814,17
2020-03-10,1.4188360007366119,0.333333333,0.1013048904525941,0.0714,2,43999978.194073774,2.75960731671309,16.53176521095693,2.514553700404475,19.046318911361404,19
2020-03-11,1.4113036745658267,0.333333333,0.10076708236400003,0.0714,2,43999974.51932584,3.514486150795946,18.271266279545763,3.6949217364668003,21.966188016012563,21
2020-03-12,1.3960745996795254,0.333333333,0.09967972641711813,0.0714,7,43999965.67818456,4.18413204329802,25.138193249613348,4.999490148826368,30.137683398439716,31
2020-03-13,1.370394826468151,0.333333333,0.09784619060982598,0.0714,2,43999961.17241805,5.295187873016027,26.738036931295586,6.794357146848761,33.53239407814435,34
2020-03-14,1.3396994704228784,0.333333333,0.09565454218819353,0.0714,10,43999948.55620499,6.146338314737145,36.5940037169747,8.703452983743267,45.297456700717966,45
2020-03-15,1.3102561127999064,0.333333333,0.09355228645391332,0.0714,8,43999937.05582592,7.597937947319233,44.029971287779645,11.31626484913526,55.346236136914904,56
2020-03-16,1.2670192260628645,0.333333333,0.09046517274088854,0.0714,8,43999924.936726615,9.184391272589327,51.41887731773928,14.460004799082727,65.87888211682201,65
2020-03-17,1.2197826739974753,0.333333333,0.08709248292341974,0.0714,11,43999909.28511596,10.774538172189384,61.80903323172101,18.131312639569312,79.94034587129032,78
2020-03-18,1.1749793917419595,0.333333333,0.08389352857037592,0.0714,14,43999889.90202357,12.566117842801905,74.98738097944775,22.544477612314193,97.53185859176195,97
2020-03-19,1.1275360510018533,0.333333333,0.08050607404153233,0.0714,25,43999858.611081526,14.66835394326137,98.82198792092711,27.898576614246764,126.72056453517388,128
2020-03-20,1.081880302287674,0.333333333,0.07724625358333993,0.0714,26,43999824.65533416,17.734649997495826,122.65554929290393,34.95446655180096,157.6100158447049,158
2020-03-21,1.0437208706372216,0.333333333,0.07452167016349763,0.0714,55,43999760.18068644,21.297747729568126,174.8094930666443,43.712072771314304,218.5215658379586,225
2020-03-22,1.0086508347877112,0.333333333,0.0720176696038426,0.0714,19,43999728.15365575,27.225529179450977,188.427344497776,56.19347057627271,244.62081507404872,265
2020-03-23,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,31,43999683.58363295,31.720375591870038,215.04880848470995,69.64718297341392,284.6959914581239,301
2020-03-24,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,64,43999604.616462186,36.114087840409624,274.26778207895154,85.00166789922221,359.2694499781737,385
2020-03-25,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,99,43999486.52774552,43.16477523241831,365.72309170661293,104.58438753965936,470.3074792462723,502
2020-03-26,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,63,43999398.07391058,54.23035178117724,416.9987213551786,130.69701628751153,547.6957376426901,589
2020-03-27,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,60,43999309.05141187,65.17606658126935,465.3017965594011,160.47072499227127,625.7725215516724,690
2020-03-28,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,37,43999239.66714752,75.8349754277154,490.80460379042427,193.69327326661252,684.4978770570368,745
2020-03-29,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,53,43999152.50797397,84.71582385694128,534.0394801970814,228.7367219772488,762.7762021743301,820
2020-03-30,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,146,43998969.33979199,93.64539791228819,670.1476692350849,266.8671408633204,937.0148100984053,966
2020-03-31,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,0,43998922.698910914,109.07114638184825,653.5142582579141,314.7156844467055,968.2299427046196,1054
2020-04-01,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,25,43998852.215712845,118.19729569441344,668.2103889758914,361.37660248632056,1029.586991462212,1133
2020-04-02,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,83,43998722.709760286,125.3041497287746,742.8992657284182,409.0868242591992,1151.9860899876173,1265
2020-04-03,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,42,43998629.00577234,135.24008780695988,773.6243080232326,462.12983183220825,1235.7541398554408,1353
2020-04-04,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,52,43998523.16349844,144.0023324791519,815.4675616542804,517.3666074250671,1332.8341690793475,1451
2020-04-05,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,57,43998409.4091663,152.75588717609995,862.2439551972146,575.5909913271827,1437.8349465243973,1554
2020-04-06,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,47,43998302.399467155,161.84695731200475,898.5983658039148,637.1552097282638,1535.7535755321787,1628
2020-04-07,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,62,43998177.85974479,170.4376939650815,950.3874282022346,701.3151330466633,1651.7025612488978,1715
2020-04-08,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,50,43998061.71583497,179.76903918281212,989.3423304268097,769.1727954203028,1758.5151258471124,1795
2020-04-09,0.9747814846698659,0.333333333,0.06959939800542843,0.0714,76,43997916.86095634,188.700904808071,1054.6263010353498,839.811837812777,1894.4381388481268,1894
2020-04-10,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,50,43997793.46276101,199.19879860185145,1092.226284681216,915.112155706701,2007.3384403879168,1975
2020-04-11,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,127,43997616.769295074,182.4926650694963,1207.640927422528,993.0971124329398,2200.738039855468,2142
2020-04-12,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,12,43997549.82500346,176.60606839136156,1194.2462535002273,1079.3226746509083,2273.568928151136,2208
2020-04-13,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,45,43997450.49022207,172.07216038349554,1212.8457604052296,1164.5918571508246,2377.437617556054,2277
2020-04-14,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,99,43997296.30934669,169.8956490246405,1282.6059598494373,1251.189044443758,2533.7950042931952,2443
2020-04-15,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,82,43997155.95479707,171.61831569553812,1329.6597772677692,1342.7671099770077,2672.426887244777,2571
2020-04-16,0.6372476848998504,0.333333333,0.04549948470184932,0.0714,50,43997045.459636904,174.9073706848324,1341.9281743454906,1437.7048180739264,2779.632992419417,2669
