Fecha,R0,Alpha,Beta,Gamma,Importados,S,E,I,R,Ia,Confirmados
2020-03-03,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,1,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-04,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,0,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-05,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,0,44000000.0,0.0,0.0,0.0,0.0,1
2020-03-06,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,2,43999998.0,0.0,2.0,0.0,2.0,3
2020-03-07,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,6,43999991.70685311,0.2931468914976218,7.8572,0.1428,8.0,9
2020-03-08,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,3,43999987.55519638,1.347087981989559,10.39391155040149,0.70380408,11.09771563040149,12
2020-03-09,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,5,43999981.031725265,2.4215297708569246,15.100815592583649,1.4459293646986664,16.546744957282314,17
2020-03-10,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,2,43999976.818347424,3.827731024640428,16.829793948751643,2.524127598009139,19.35392154676078,19
2020-03-11,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,2,43999972.35154751,5.018620601756107,18.90405700108167,3.7257748859500066,22.629831887031678,21
2020-03-12,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,7,43999962.580716036,6.116578543658386,26.22718086345027,5.075524555827238,31.30270541927751,31
2020-03-13,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,2,43999956.73651032,7.921924742447532,28.393419662313857,6.948145269477587,35.341564931791446,34
2020-03-14,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,10,43999942.57479212,9.443001367171174,39.00677107659985,8.975435433366798,47.982206509966645,45
2020-03-15,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,8,43999928.85744125,12.012685117234517,47.36935474097334,11.760518888236026,59.12987362920937,56
2020-03-16,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,8,43999913.91436072,14.95153728115587,55.99141118087512,15.142690816741524,71.13410199761664,65
2020-03-17,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,11,43999894.707519546,18.174532700016737,67.97747017796209,19.140477575056007,87.1179477530181,78
2020-03-18,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,14,43999870.74384678,22.080027901914164,83.18205636786966,23.9940689457625,107.17612531363216,97
2020-03-19,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,25,43999833.5515953,26.912270090911385,109.60286683648181,29.933267770428394,139.5361346069102,128
2020-03-20,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,26,43999791.48677566,34.00633304313802,136.74797883235672,37.7589124625532,174.5068912949099,158
2020-03-21,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,55,43999716.443231784,42.714432580089756,193.3196174801037,47.52271815118347,240.84233563128714,225
2020-03-22,2.0528494735467864,0.333333333,0.14657345241124056,0.0714,19,43999669.10786313,56.811657053835965,212.75474097114937,61.325738839262876,274.08047981041227,265
